paper_raw,paper_join,authors,title,year_publication,studyID,studyID_short,aim,participants,discs_raw,discs_imputed,algor,Pheno_classification,measures,measureVal,measureVal_logit,SD,SD_imputed,CI-,CI+,validation,data_augmentation,genderratio_raw,genderratio_imputed,agemean_raw,agemean_imputed,MRIseq,MRIplanes,MRIstrength
Gong2021,Gong2021,"Gong, Hao and Liu, Jianhua and Li, Shuo and Chen, Bo",Axial-SpineGAN: Simultaneous segmentation and diagnosis of multiple spinal structures on axial magnetic resonance imaging images,2021.0,Gong2021deeplearningddDeveCross validation_(5)0,Gong2021deeplearningddDeve,Development,62,169.0,169.0,deeplearning,dd,accuracy,0.939,2.73394161328911,0.026,0.026,0.8880399999999999,0.98996,Cross validation_(5),0,0.6129032258064516,0.6129032258064516,52.0,52.0,T2,Sagittal,1.5T
Gong2021,Gong2021,"Gong, Hao and Liu, Jianhua and Li, Shuo and Chen, Bo",Axial-SpineGAN: Simultaneous segmentation and diagnosis of multiple spinal structures on axial magnetic resonance imaging images,2021.0,Gong2021deeplearningddDeveCross validation_(5)0,Gong2021deeplearningddDeve,Development,62,169.0,169.0,deeplearning,dd,f-score,0.953,3.009467299711551,0.022000000000000002,0.022000000000000002,0.9098799999999999,0.99612,Cross validation_(5),0,0.6129032258064516,0.6129032258064516,52.0,52.0,T2,Sagittal,1.5T
Gong2021,Gong2021,"Gong, Hao and Liu, Jianhua and Li, Shuo and Chen, Bo",Axial-SpineGAN: Simultaneous segmentation and diagnosis of multiple spinal structures on axial magnetic resonance imaging images,2021.0,Gong2021deeplearningddDeveCross validation_(5)0,Gong2021deeplearningddDeve,Development,62,169.0,169.0,deeplearning,dd,sensitivity,0.9540000000000001,3.032022272680458,0.022000000000000002,0.022000000000000002,0.91088,0.9971200000000001,Cross validation_(5),0,0.6129032258064516,0.6129032258064516,52.0,52.0,T2,Sagittal,1.5T
Gong2021,Gong2021,"Gong, Hao and Liu, Jianhua and Li, Shuo and Chen, Bo",Axial-SpineGAN: Simultaneous segmentation and diagnosis of multiple spinal structures on axial magnetic resonance imaging images,2021.0,Gong2021deeplearningddDeveCross validation_(5)0,Gong2021deeplearningddDeve,Development,62,169.0,169.0,deeplearning,dd,specificity,0.912,2.3383031743501124,0.027999999999999997,0.027999999999999997,0.85712,0.9668800000000001,Cross validation_(5),0,0.6129032258064516,0.6129032258064516,52.0,52.0,T2,Sagittal,1.5T
Athertya2019,Athertya2019-2021,"Athertya, Jiyo S. and {Saravana Kumar}, Gurunathan and Govindaraj, Jayaraj",Detection of Modic changes in MR images of spine using local binary patterns,2019.0,Athertya2019bayesmcDeveCross validation_(10)0,Athertya2019bayesmcDeve,Development,100,500.0,500.0,bayes,mc,auc,0.63,0.5322168133183078,,0.018939849624060152,0.592877894736842,0.667122105263158,Cross validation_(10),0,0.59,0.59,,49.230000000000004,"T1,T2",Sagittal,1.5T
Athertya2019,Athertya2019-2021,"Athertya, Jiyo S. and {Saravana Kumar}, Gurunathan and Govindaraj, Jayaraj",Detection of Modic changes in MR images of spine using local binary patterns,2019.0,Athertya2019bayesmcDeveCross validation_(10)0,Athertya2019bayesmcDeve,Development,100,500.0,500.0,bayes,mc,accuracy,0.71,0.8953840465691686,,0.018939849624060152,0.6728778947368421,0.7471221052631578,Cross validation_(10),0,0.59,0.59,,49.230000000000004,"T1,T2",Sagittal,1.5T
Athertya2019,Athertya2019-2021,"Athertya, Jiyo S. and {Saravana Kumar}, Gurunathan and Govindaraj, Jayaraj",Detection of Modic changes in MR images of spine using local binary patterns,2019.0,Athertya2019randomforestmcDeveCross validation_(10)0,Athertya2019randomforestmcDeve,Development,100,500.0,500.0,randomforest,mc,auc,0.8,1.386294360494891,,0.018939849624060152,0.7628778947368422,0.8371221052631579,Cross validation_(10),0,0.59,0.59,,49.230000000000004,"T1,T2",Sagittal,1.5T
Athertya2019,Athertya2019-2021,"Athertya, Jiyo S. and {Saravana Kumar}, Gurunathan and Govindaraj, Jayaraj",Detection of Modic changes in MR images of spine using local binary patterns,2019.0,Athertya2019randomforestmcDeveCross validation_(10)0,Athertya2019randomforestmcDeve,Development,100,500.0,500.0,randomforest,mc,accuracy,0.81,1.4500101748562262,,0.018939849624060152,0.7728778947368422,0.8471221052631579,Cross validation_(10),0,0.59,0.59,,49.230000000000004,"T1,T2",Sagittal,1.5T
Athertya2019,Athertya2019-2021,"Athertya, Jiyo S. and {Saravana Kumar}, Gurunathan and Govindaraj, Jayaraj",Detection of Modic changes in MR images of spine using local binary patterns,2019.0,Athertya2019svmmcDeveCross validation_(10)0,Athertya2019svmmcDeve,Development,100,500.0,500.0,svm,mc,auc,0.65,0.619039207966663,,0.018939849624060152,0.6128778947368421,0.687122105263158,Cross validation_(10),0,0.59,0.59,,49.230000000000004,"T1,T2",Sagittal,1.5T
Athertya2019,Athertya2019-2021,"Athertya, Jiyo S. and {Saravana Kumar}, Gurunathan and Govindaraj, Jayaraj",Detection of Modic changes in MR images of spine using local binary patterns,2019.0,Athertya2019svmmcDeveCross validation_(10)0,Athertya2019svmmcDeve,Development,100,500.0,500.0,svm,mc,accuracy,0.802,1.3988415765422408,,0.018939849624060152,0.7648778947368422,0.8391221052631579,Cross validation_(10),0,0.59,0.59,,49.230000000000004,"T1,T2",Sagittal,1.5T
Athertya2019,Athertya2019-2021,"Athertya, Jiyo S. and {Saravana Kumar}, Gurunathan and Govindaraj, Jayaraj",Detection of Modic changes in MR images of spine using local binary patterns,2019.0,Athertya2019knnmcDeveCross validation_(10)0,Athertya2019knnmcDeve,Development,100,500.0,500.0,knn,mc,auc,0.74,1.0459685546629371,,0.018939849624060152,0.7028778947368421,0.7771221052631578,Cross validation_(10),0,0.59,0.59,,49.230000000000004,"T1,T2",Sagittal,1.5T
Athertya2019,Athertya2019-2021,"Athertya, Jiyo S. and {Saravana Kumar}, Gurunathan and Govindaraj, Jayaraj",Detection of Modic changes in MR images of spine using local binary patterns,2019.0,Athertya2019knnmcDeveCross validation_(10)0,Athertya2019knnmcDeve,Development,100,500.0,500.0,knn,mc,accuracy,0.778,1.2540491417271271,,0.018939849624060152,0.7408778947368422,0.8151221052631579,Cross validation_(10),0,0.59,0.59,,49.230000000000004,"T1,T2",Sagittal,1.5T
Athertya2019,Athertya2019-2021,"Athertya, Jiyo S. and {Saravana Kumar}, Gurunathan and Govindaraj, Jayaraj",Detection of Modic changes in MR images of spine using local binary patterns,2019.0,Athertya2019randomforestmcDeveRandom sample split0,Athertya2019randomforestmcDeve,Development,100,500.0,500.0,randomforest,mc,auc,0.84,1.6582280758594845,,0.018939849624060152,0.802877894736842,0.8771221052631579,Random sample split,0,0.59,0.59,,49.230000000000004,"T1,T2",Sagittal,1.5T
Athertya2019,Athertya2019-2021,"Athertya, Jiyo S. and {Saravana Kumar}, Gurunathan and Govindaraj, Jayaraj",Detection of Modic changes in MR images of spine using local binary patterns,2019.0,Athertya2019randomforestmcDeveRandom sample split0,Athertya2019randomforestmcDeve,Development,100,500.0,500.0,randomforest,mc,accuracy,0.82,1.5163474886905814,,0.018939849624060152,0.782877894736842,0.8571221052631579,Random sample split,0,0.59,0.59,,49.230000000000004,"T1,T2",Sagittal,1.5T
Athertya2019,Athertya2019-2021,"Athertya, Jiyo S. and {Saravana Kumar}, Gurunathan and Govindaraj, Jayaraj",Detection of Modic changes in MR images of spine using local binary patterns,2019.0,Athertya2019svmmcDeveRandom sample split0,Athertya2019svmmcDeve,Development,100,500.0,500.0,svm,mc,auc,0.69,0.8001192996446047,,0.018939849624060152,0.6528778947368421,0.7271221052631578,Random sample split,0,0.59,0.59,,49.230000000000004,"T1,T2",Sagittal,1.5T
Athertya2019,Athertya2019-2021,"Athertya, Jiyo S. and {Saravana Kumar}, Gurunathan and Govindaraj, Jayaraj",Detection of Modic changes in MR images of spine using local binary patterns,2019.0,Athertya2019svmmcDeveRandom sample split0,Athertya2019svmmcDeve,Development,100,500.0,500.0,svm,mc,accuracy,0.8119,1.4624034429066157,,0.018939849624060152,0.774777894736842,0.8490221052631579,Random sample split,0,0.59,0.59,,49.230000000000004,"T1,T2",Sagittal,1.5T
Athertya2019,Athertya2019-2021,"Athertya, Jiyo S. and {Saravana Kumar}, Gurunathan and Govindaraj, Jayaraj",Detection of Modic changes in MR images of spine using local binary patterns,2019.0,Athertya2019randomforestmcDeveCross validation_(10)1,Athertya2019randomforestmcDeve,Development,100,500.0,500.0,randomforest,mc,accuracy,0.92,2.4423470340105093,,0.018939849624060152,0.8828778947368421,0.957122105263158,Cross validation_(10),1,0.59,0.59,,49.230000000000004,"T1,T2",Sagittal,1.5T
Athertya2021,Athertya2019-2021,"Athertya, Jiyo S. and Kumar, G. Saravana",Classification of certain vertebral degenerations using MRI image features,2021.0,Athertya2021randomforestmcDeveCross validation_(10)1,Athertya2021randomforestmcDeve,Development,100,500.0,500.0,randomforest,mc,auc,0.94,2.7515353112688983,,0.018939849624060152,0.9028778947368421,0.9771221052631578,Cross validation_(10),1,0.59,0.59,,49.230000000000004,"T1,T2,STIR",Sagittal,1.5T
Athertya2021,Athertya2019-2021,"Athertya, Jiyo S. and Kumar, G. Saravana",Classification of certain vertebral degenerations using MRI image features,2021.0,Athertya2021randomforestmcDeveCross validation_(10)1,Athertya2021randomforestmcDeve,Development,100,500.0,500.0,randomforest,mc,accuracy,0.8745,1.941346534975655,,0.018939849624060152,0.8373778947368422,0.9116221052631579,Cross validation_(10),1,0.59,0.59,,49.230000000000004,"T1,T2,STIR",Sagittal,1.5T
Athertya2021,Athertya2019-2021,"Athertya, Jiyo S. and Kumar, G. Saravana",Classification of certain vertebral degenerations using MRI image features,2021.0,Athertya2021randomforestmcDeveCross validation_(10)1,Athertya2021randomforestmcDeve,Development,100,500.0,500.0,randomforest,mc,precision,0.85,1.7346010546037924,,0.018939849624060152,0.812877894736842,0.8871221052631579,Cross validation_(10),1,0.59,0.59,,49.230000000000004,"T1,T2,STIR",Sagittal,1.5T
Athertya2021,Athertya2019-2021,"Athertya, Jiyo S. and Kumar, G. Saravana",Classification of certain vertebral degenerations using MRI image features,2021.0,Athertya2021randomforestmcDeveCross validation_(10)1,Athertya2021randomforestmcDeve,Development,100,500.0,500.0,randomforest,mc,sensitivity,0.84,1.6582280758594845,,0.018939849624060152,0.802877894736842,0.8771221052631579,Cross validation_(10),1,0.59,0.59,,49.230000000000004,"T1,T2,STIR",Sagittal,1.5T
Athertya2021,Athertya2019-2021,"Athertya, Jiyo S. and Kumar, G. Saravana",Classification of certain vertebral degenerations using MRI image features,2021.0,Athertya2021randomforestmcDeveCross validation_(10)1,Athertya2021randomforestmcDeve,Development,100,500.0,500.0,randomforest,mc,specificity,0.86,1.8152899658076842,,0.018939849624060152,0.822877894736842,0.8971221052631579,Cross validation_(10),1,0.59,0.59,,49.230000000000004,"T1,T2,STIR",Sagittal,1.5T
Athertya2021,Athertya2019-2021,"Athertya, Jiyo S. and Kumar, G. Saravana",Classification of certain vertebral degenerations using MRI image features,2021.0,Athertya2021svmmcDeveCross validation_(10)1,Athertya2021svmmcDeve,Development,100,500.0,500.0,svm,mc,auc,0.92,2.4423470340105093,,0.018939849624060152,0.8828778947368421,0.957122105263158,Cross validation_(10),1,0.59,0.59,,49.230000000000004,"T1,T2,STIR",Sagittal,1.5T
Athertya2021,Athertya2019-2021,"Athertya, Jiyo S. and Kumar, G. Saravana",Classification of certain vertebral degenerations using MRI image features,2021.0,Athertya2021svmmcDeveCross validation_(10)1,Athertya2021svmmcDeve,Development,100,500.0,500.0,svm,mc,accuracy,0.9125,2.3445492908406314,,0.018939849624060152,0.875377894736842,0.9496221052631579,Cross validation_(10),1,0.59,0.59,,49.230000000000004,"T1,T2,STIR",Sagittal,1.5T
Athertya2021,Athertya2019-2021,"Athertya, Jiyo S. and Kumar, G. Saravana",Classification of certain vertebral degenerations using MRI image features,2021.0,Athertya2021svmmcDeveCross validation_(10)1,Athertya2021svmmcDeve,Development,100,500.0,500.0,svm,mc,precision,0.91,2.3136349279596296,,0.018939849624060152,0.8728778947368421,0.947122105263158,Cross validation_(10),1,0.59,0.59,,49.230000000000004,"T1,T2,STIR",Sagittal,1.5T
Athertya2021,Athertya2019-2021,"Athertya, Jiyo S. and Kumar, G. Saravana",Classification of certain vertebral degenerations using MRI image features,2021.0,Athertya2021svmmcDeveCross validation_(10)1,Athertya2021svmmcDeve,Development,100,500.0,500.0,svm,mc,sensitivity,0.87,1.9009587603088736,,0.018939849624060152,0.832877894736842,0.907122105263158,Cross validation_(10),1,0.59,0.59,,49.230000000000004,"T1,T2,STIR",Sagittal,1.5T
Athertya2021,Athertya2019-2021,"Athertya, Jiyo S. and Kumar, G. Saravana",Classification of certain vertebral degenerations using MRI image features,2021.0,Athertya2021svmmcDeveCross validation_(10)1,Athertya2021svmmcDeve,Development,100,500.0,500.0,svm,mc,specificity,0.91,2.3136349279596296,,0.018939849624060152,0.8728778947368421,0.947122105263158,Cross validation_(10),1,0.59,0.59,,49.230000000000004,"T1,T2,STIR",Sagittal,1.5T
Athertya2021,Athertya2019-2021,"Athertya, Jiyo S. and Kumar, G. Saravana",Classification of certain vertebral degenerations using MRI image features,2021.0,Athertya2021randomforestmcDeveCross validation_(10)0,Athertya2021randomforestmcDeve,Development,100,500.0,500.0,randomforest,mc,auc,0.92,2.4423470340105093,,0.018939849624060152,0.8828778947368421,0.957122105263158,Cross validation_(10),0,0.59,0.59,,49.230000000000004,"T1,T2,STIR",Sagittal,1.5T
Athertya2021,Athertya2019-2021,"Athertya, Jiyo S. and Kumar, G. Saravana",Classification of certain vertebral degenerations using MRI image features,2021.0,Athertya2021randomforestmcDeveCross validation_(10)0,Athertya2021randomforestmcDeve,Development,100,500.0,500.0,randomforest,mc,accuracy,0.772,1.2196389205022053,,0.018939849624060152,0.7348778947368422,0.8091221052631579,Cross validation_(10),0,0.59,0.59,,49.230000000000004,"T1,T2,STIR",Sagittal,1.5T
Athertya2021,Athertya2019-2021,"Athertya, Jiyo S. and Kumar, G. Saravana",Classification of certain vertebral degenerations using MRI image features,2021.0,Athertya2021randomforestmcDeveCross validation_(10)0,Athertya2021randomforestmcDeve,Development,100,500.0,500.0,randomforest,mc,precision,0.72,0.9444616083448195,,0.018939849624060152,0.6828778947368421,0.7571221052631578,Cross validation_(10),0,0.59,0.59,,49.230000000000004,"T1,T2,STIR",Sagittal,1.5T
Athertya2021,Athertya2019-2021,"Athertya, Jiyo S. and Kumar, G. Saravana",Classification of certain vertebral degenerations using MRI image features,2021.0,Athertya2021randomforestmcDeveCross validation_(10)0,Athertya2021randomforestmcDeve,Development,100,500.0,500.0,randomforest,mc,sensitivity,0.78,1.2656663727485253,,0.018939849624060152,0.7428778947368422,0.8171221052631579,Cross validation_(10),0,0.59,0.59,,49.230000000000004,"T1,T2,STIR",Sagittal,1.5T
Athertya2021,Athertya2019-2021,"Athertya, Jiyo S. and Kumar, G. Saravana",Classification of certain vertebral degenerations using MRI image features,2021.0,Athertya2021randomforestmcDeveCross validation_(10)0,Athertya2021randomforestmcDeve,Development,100,500.0,500.0,randomforest,mc,specificity,0.74,1.0459685546629371,,0.018939849624060152,0.7028778947368421,0.7771221052631578,Cross validation_(10),0,0.59,0.59,,49.230000000000004,"T1,T2,STIR",Sagittal,1.5T
Athertya2021,Athertya2019-2021,"Athertya, Jiyo S. and Kumar, G. Saravana",Classification of certain vertebral degenerations using MRI image features,2021.0,Athertya2021svmmcDeveCross validation_(10)0,Athertya2021svmmcDeve,Development,100,500.0,500.0,svm,mc,auc,0.84,1.6582280758594845,,0.018939849624060152,0.802877894736842,0.8771221052631579,Cross validation_(10),0,0.59,0.59,,49.230000000000004,"T1,T2,STIR",Sagittal,1.5T
Athertya2021,Athertya2019-2021,"Athertya, Jiyo S. and Kumar, G. Saravana",Classification of certain vertebral degenerations using MRI image features,2021.0,Athertya2021svmmcDeveCross validation_(10)0,Athertya2021svmmcDeve,Development,100,500.0,500.0,svm,mc,accuracy,0.8539,1.765522771355334,,0.018939849624060152,0.816777894736842,0.891022105263158,Cross validation_(10),0,0.59,0.59,,49.230000000000004,"T1,T2,STIR",Sagittal,1.5T
Athertya2021,Athertya2019-2021,"Athertya, Jiyo S. and Kumar, G. Saravana",Classification of certain vertebral degenerations using MRI image features,2021.0,Athertya2021svmmcDeveCross validation_(10)0,Athertya2021svmmcDeve,Development,100,500.0,500.0,svm,mc,precision,0.81,1.4500101748562262,,0.018939849624060152,0.7728778947368422,0.8471221052631579,Cross validation_(10),0,0.59,0.59,,49.230000000000004,"T1,T2,STIR",Sagittal,1.5T
Athertya2021,Athertya2019-2021,"Athertya, Jiyo S. and Kumar, G. Saravana",Classification of certain vertebral degenerations using MRI image features,2021.0,Athertya2021svmmcDeveCross validation_(10)0,Athertya2021svmmcDeve,Development,100,500.0,500.0,svm,mc,sensitivity,0.82,1.5163474886905814,,0.018939849624060152,0.782877894736842,0.8571221052631579,Cross validation_(10),0,0.59,0.59,,49.230000000000004,"T1,T2,STIR",Sagittal,1.5T
Athertya2021,Athertya2019-2021,"Athertya, Jiyo S. and Kumar, G. Saravana",Classification of certain vertebral degenerations using MRI image features,2021.0,Athertya2021svmmcDeveCross validation_(10)0,Athertya2021svmmcDeve,Development,100,500.0,500.0,svm,mc,specificity,0.84,1.6582280758594845,,0.018939849624060152,0.802877894736842,0.8771221052631579,Cross validation_(10),0,0.59,0.59,,49.230000000000004,"T1,T2,STIR",Sagittal,1.5T
Athertya2021,Athertya2019-2021,"Athertya, Jiyo S. and Kumar, G. Saravana",Classification of certain vertebral degenerations using MRI image features,2021.0,Athertya2021randomforestmcDeveRandom sample split0,Athertya2021randomforestmcDeve,Development,100,500.0,500.0,randomforest,mc,auc,0.86,1.8152899658076842,,0.018939849624060152,0.822877894736842,0.8971221052631579,Random sample split,0,0.59,0.59,,49.230000000000004,"T1,T2,STIR",Sagittal,1.5T
Athertya2021,Athertya2019-2021,"Athertya, Jiyo S. and Kumar, G. Saravana",Classification of certain vertebral degenerations using MRI image features,2021.0,Athertya2021randomforestmcDeveRandom sample split0,Athertya2021randomforestmcDeve,Development,100,500.0,500.0,randomforest,mc,accuracy,0.7925,1.3400611654725718,,0.018939849624060152,0.7553778947368421,0.8296221052631578,Random sample split,0,0.59,0.59,,49.230000000000004,"T1,T2,STIR",Sagittal,1.5T
Athertya2021,Athertya2019-2021,"Athertya, Jiyo S. and Kumar, G. Saravana",Classification of certain vertebral degenerations using MRI image features,2021.0,Athertya2021svmmcDeveRandom sample split0,Athertya2021svmmcDeve,Development,100,500.0,500.0,svm,mc,auc,0.88,1.9924301637432364,,0.018939849624060152,0.842877894736842,0.917122105263158,Random sample split,0,0.59,0.59,,49.230000000000004,"T1,T2,STIR",Sagittal,1.5T
Athertya2021,Athertya2019-2021,"Athertya, Jiyo S. and Kumar, G. Saravana",Classification of certain vertebral degenerations using MRI image features,2021.0,Athertya2021svmmcDeveRandom sample split0,Athertya2021svmmcDeve,Development,100,500.0,500.0,svm,mc,accuracy,0.835,1.6214862502244534,,0.018939849624060152,0.7978778947368421,0.8721221052631578,Random sample split,0,0.59,0.59,,49.230000000000004,"T1,T2,STIR",Sagittal,1.5T
Jamaludin2017,Jamaludin2017,"Jamaludin, Amir and Kadir, Timor and Zisserman, Andrew",SpineNet: Automated classification and evidence visualization in spinal MRIs,2017.0,Jamaludin2017cnnpfirrmannDeveRandom sample split1,Jamaludin2017cnnpfirrmannDeve,Development,2009,12018.0,12018.0,deeplearning,pfirrmann,accuracy,0.715,0.9197933619346196,0.01,0.01,0.6954,0.7345999999999999,Random sample split,1,,0.578188686603214,,49.230000000000004,T2,Sagittal,
Castro-Mateos2016,Castro-Mateos2016,"Castro-Mateos, Isaac and Hua, Rui and Pozo, Jose M. and Lazary, Aron and Frangi, Alejandro F.",Intervertebral disc classification by its degree of degeneration from T2-weighted magnetic resonance images,2016.0,Castro-Mateos2016deeplearningpfirrmannDeveRandom sample split0,Castro-Mateos2016deeplearningpfirrmannDeve,Development,48,240.0,240.0,deeplearning,pfirrmann,sensitivity,0.873,1.9277484684790618,0.022000000000000002,0.022000000000000002,0.82988,0.91612,Random sample split,0,0.5208333333333334,0.5208333333333334,44.0,44.0,T2,Sagittal,0.4T
Castro-Mateos2016,Castro-Mateos2016,"Castro-Mateos, Isaac and Hua, Rui and Pozo, Jose M. and Lazary, Aron and Frangi, Alejandro F.",Intervertebral disc classification by its degree of degeneration from T2-weighted magnetic resonance images,2016.0,Castro-Mateos2016deeplearningpfirrmannDeveRandom sample split0,Castro-Mateos2016deeplearningpfirrmannDeve,Development,48,240.0,240.0,deeplearning,pfirrmann,specificity,0.955,3.0550488483834752,,0.018939849624060152,0.917877894736842,0.9921221052631579,Random sample split,0,0.5208333333333334,0.5208333333333334,44.0,44.0,T2,Sagittal,0.4T
Lewandrowski2020,Lewandrowski2020,"Lewandrowski, Kai Uwe and Muraleedharan, Narendran and Eddy, Steven Allen and Sobti, Vikram and Reece, Brian D. and Le{\'{o}}n, Jorge Felipe Ram{\'{i}}rez and Shah, Sandeep",Feasibility of deep learning algorithms for reporting in routine spine magnetic resonance imaging,2020.0,Lewandrowski2020deeplearningbulgingDeveRandom sample split0,Lewandrowski2020deeplearningbulgingDeve,Development,3560,17800.0,17800.0,deeplearning,bulging,accuracy,0.8490000000000001,1.7267793487163863,,0.018939849624060152,0.8118778947368421,0.886122105263158,Random sample split,0,0.46,0.46,41.2,41.2,"T1, T2","Sagittal, Axial, Transverse",
Lewandrowski2020,Lewandrowski2020,"Lewandrowski, Kai Uwe and Muraleedharan, Narendran and Eddy, Steven Allen and Sobti, Vikram and Reece, Brian D. and Le{\'{o}}n, Jorge Felipe Ram{\'{i}}rez and Shah, Sandeep",Feasibility of deep learning algorithms for reporting in routine spine magnetic resonance imaging,2020.0,Lewandrowski2020deeplearningbulgingDeveRandom sample split0,Lewandrowski2020deeplearningbulgingDeve,Development,3560,17800.0,17800.0,deeplearning,bulging,sensitivity,0.894,2.132266680006194,,0.018939849624060152,0.8568778947368421,0.931122105263158,Random sample split,0,0.46,0.46,41.2,41.2,"T1, T2","Sagittal, Axial, Transverse",
